geometry,address,lokasi,coords,m_lon,m_lat,state,district,parlimen,dun_x,label,Lokasi,dun_y,h_lat,h_lon,distance,status
POINT (100.4325600000001 5.360030000000052),"Kampung Sungai Siam, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Siam,"100.4325600000001, 5.360030000000052",100.43256,5.36003,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.472,TRUE
POINT (100.4332800000001 5.350700000000074),"Taman Binjai, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Binjai,"100.4332800000001, 5.350700000000074",100.43328,5.3507,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,0.832,TRUE
POINT (100.4303236290383 5.36037182847348),"Jalan Kebun, Kampung Sungai Siam, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Kg. Kebun Nenas,"100.4303236290383, 5.36037182847348",100.4303236,5.360371828,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.647,TRUE
POINT (100.445354799063 5.35470512606833),"Jalan Tembikai, Taman Sri Rambai, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Jalan Tembikai,"100.445354799063, 5.35470512606833",100.4453548,5.354705126,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,1.181,FALSE
POINT (100.4452098342661 5.361220692112598),"Jalan Cempedak, Taman Binjai, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Taman Cempedak,"100.4452098342661, 5.361220692112598",100.4452098,5.361220692,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,0.864,FALSE
POINT (100.4795000000001 5.328250000000025),"Kawasan Industri Alma, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kawasan Industri Juru,"100.4795000000001, 5.328250000000025",100.4795,5.32825,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.989,TRUE
POINT (100.4403 5.313890000000072),"Taman Mangga, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Mangga,"100.4403, 5.313890000000072",100.4403,5.31389,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,3.578,TRUE
POINT (100.44401 5.316090000000031),"Perkampungan Juru, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Perkampungan Juru,"100.44401, 5.316090000000031",100.44401,5.31609,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,3.374,TRUE
POINT (100.44016 5.315080000000023),"Taman Pinang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Pinang,"100.44016, 5.315080000000023",100.44016,5.31508,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,3.445,TRUE
POINT (100.44221 5.318020000000047),"Taman Sentul, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sentul,"100.44221, 5.318020000000047",100.44221,5.31802,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,3.135,TRUE
POINT (100.44176 5.319960000000037),"Taman Sentul Jaya, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sentul Jaya,"100.44176, 5.319960000000037",100.44176,5.31996,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,2.915,TRUE
POINT (100.4250600000001 5.359840000000077),"Taman Kerjasama, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Kerjasama,"100.4250600000001, 5.359840000000077",100.42506,5.35984,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,2.182,TRUE
POINT (100.42303 5.361990000000048),"Kampung Tok Panjang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Tok Panjang,"100.42303, 5.361990000000048",100.42303,5.36199,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,2.299,TRUE
POINT (100.4268500000001 5.35922000000005),Shell,Shell Bukit Tengah,"100.4268500000001, 5.35922000000005",100.42685,5.35922,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"DEWAN SENTOL JAYA (DUN BUKIT TENGAH), TAMAN SENTOL JAYA",N.17 Bukit Tengah,5.34605,100.43917,2.001,TRUE
POINT (100.4842800000001 5.297670000000039),"Kampung Manggis, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Manggis,"100.4842800000001, 5.297670000000039",100.48428,5.29767,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN ORANG RAMAI KUALA TASEK (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.3,100.5,1.76,TRUE
POINT (100.4986400000001 5.298780000000022),"Kampung Kuala Tasek, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Kuala Tasek,"100.4986400000001, 5.298780000000022",100.49864,5.29878,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN ORANG RAMAI KUALA TASEK (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.3,100.5,0.203,TRUE
POINT (100.5011500000001 5.339330000000075),"Taman Machang Bubok, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Machang Bubuk,"100.5011500000001, 5.339330000000075",100.50115,5.33933,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,0.894,TRUE
POINT (100.5144000000001 5.337610000000041),"Kampung Machang Bubuk, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kampung Machang Bubuk,"100.5144000000001, 5.337610000000041",100.5144,5.33761,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,0.779,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kg. Tok Musa,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.52369 5.346940000000075),"Taman Macang Manis, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Macang Manis,"100.52369, 5.346940000000075",100.52369,5.34694,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,2.201,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kg. Tok Konan,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Bukit Teh,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.5112500000001 5.321930000000066),"Kampung Berangan Sembilan, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Kg. Berangan Sembilan,"100.5112500000001, 5.321930000000066",100.51125,5.32193,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK BUKIT TEH (DUN MACHANG BUBUK), KAMPUNG BUKIT TEH",N.14 Machang Bubuk,5.322714707,100.5137451,0.29,TRUE
POINT (100.5110700000001 5.334040000000073),"Taman Jambu, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Jambu,"100.5110700000001, 5.334040000000073",100.51107,5.33404,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"SURAU PERMATANG TOK SUBUH (DUN MACHANG BUBUK), KAMPUNG PERMATANG TOK SUBUH",N.14 Machang Bubuk,5.33492,100.5079,0.364,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kg. Tok Subuh,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.4799800000001 5.314690000000041),"Taman Impian, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Impian,"100.4799800000001, 5.314690000000041",100.47998,5.31469,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.659,TRUE
POINT (100.4672 5.312560000000076),"Taman Sukun, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sukun,"100.4672, 5.312560000000076",100.4672,5.31256,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.336,TRUE
POINT (100.4673200000001 5.316210000000069),"Taman Amra, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Amra,"100.4673200000001, 5.316210000000069",100.46732,5.31621,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.128,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Taman Murni,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.4885100000001 5.323060000000055),"Taman Alma Ria, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Alma Ria,"100.4885100000001, 5.323060000000055",100.48851,5.32306,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.34,TRUE
POINT (100.4716000000001 5.317530000000033),"Taman Sukun Indah, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Sukun Indah,"100.4716000000001, 5.317530000000033",100.4716,5.31753,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.634,TRUE
POINT (100.4810600000001 5.319670000000031),"Taman Seri Impian, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Seri Impian,"100.4810600000001, 5.319670000000031",100.48106,5.31967,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.464,TRUE
POINT (100.4622900000001 5.31940000000003),"Taman Markisah, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Markisah,"100.4622900000001, 5.31940000000003",100.46229,5.3194,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.615,TRUE
POINT (100.4740200000001 5.318500000000029),"Taman Seri Kijang, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Seri Kijang,"100.4740200000001, 5.318500000000029",100.47402,5.3185,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,0.345,TRUE
POINT (100.4747400000001 5.304300000000069),"Taman Usaha, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Usaha,"100.4747400000001, 5.304300000000069",100.47474,5.3043,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.734,TRUE
POINT (100.4681680460893 5.298500943003261),"Jalan Usaha Jaya, Tmn Perindustrian Ringan Usahajaya, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Taman Usaha Jaya,"100.4681680460893, 5.298500943003261",100.468168,5.298500943,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.17 Bukit Tengah,hotspot,"SEKOLAH KEBANGSAAN TAMAN MERAK, TAMAN MERAK JAYA DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.278827201,100.4582543,2.448,TRUE
POINT (100.4780650699875 5.300740043307066),"Jalan Tinggi, Kampung Permatang Tinggi, Bukit Mertajam, Seberang Perai Tengah, 14000, Pulau Pinang",Kawasan Perindustrian Ringan Alma Pmtg. Tinggi (Jalan Pala),"100.4780650699875, 5.300740043307066",100.4780651,5.300740043,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.117,TRUE
POINT (100.4848900000001 5.306490000000053),"Taman Impian Indah, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Impian Indah,"100.4848900000001, 5.306490000000053",100.48489,5.30649,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.721,TRUE
POINT (100.48132 5.309420000000046),"Taman Impian Ria, Bukit Mertajam, Seberang Perai Tengah, Pulau Pinang",Taman Impian Ria,"100.48132, 5.309420000000046",100.48132,5.30942,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,1.249,TRUE
POINT (100.4767900000001 5.301130000000057),Permatang Tinggi,Perkampungan Pmtg. Tinggi,"100.4767900000001, 5.301130000000057",100.47679,5.30113,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.14 Machang Bubuk,hotspot,"DEWAN JKKK ALMA (DUN MACHANG BUBUK), nan",N.14 Machang Bubuk,5.319744921,100.4768727,2.07,TRUE
POINT (100.3779900000001 5.374360000000024),"Kawasan Perindustrian Prai, Perai, Seberang Perai Tengah, Pulau Pinang",Kawasan Perindustrian Perai,"100.3779900000001, 5.374360000000024",100.37799,5.37436,Pulau Pinang,Seberang Perai Tengah,P.046 Batu Kawan,N.16 Perai,hotspot,"SEK. KEB. JALAN BARU (DUN PERAI), JALAN BARU, PERAI",N.16 Perai,5.3852,100.38326,1.339,TRUE
POINT (100.52538 5.292580000000044),"Kampung Sepulau, Simpang Ampat, Seberang Perai Selatan, Pulau Pinang",Kg. Sepulau,"100.52538, 5.292580000000044",100.52538,5.29258,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEKOLAH KEBANGSAAN BANDAR TASEK MUTIARA, PERUMAHAN BANDAR TASEK MUTIARA FASA1 HINGGA 9KAMPUNG TIGA KONGSI",N.20 Sungai Bakap,5.276655,100.5069513,2.702,TRUE
POINT (100.4778169780001 5.20881617200007),"Seberang Perai Selatan, Pulau Pinang",Jalan Persekutuan ,"100.4778169780001, 5.20881617200007",100.477817,5.208816172,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH KEBANGSAAN KELEDANG JAYA, CHANGKAT DANKAWASAN SEKITARNYA",N.19 Jawi,5.208955818,100.4639866,1.532,TRUE
POINT (100.4832900000001 5.284530000000075),"Bandar Tasek Mutiara, Simpang Ampat, Seberang Perai Selatan, Pulau Pinang",Bandar Tasek Mutiara (Parit A1),"100.4832900000001, 5.284530000000075",100.48329,5.28453,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEK MEN TASEK, nan",N.20 Sungai Bakap,5.279856525,100.5025455,2.194,TRUE
POINT (100.4756800000001 5.277060000000063),"Taman Jentayu, Simpang Ampat, Seberang Perai Selatan, Pulau Pinang",Taman Jentayu,"100.4756800000001, 5.277060000000063",100.47568,5.27706,Pulau Pinang,Seberang Perai Selatan,P.046 Batu Kawan,N.18 Bukit Tambun,hotspot,"SEKOLAH KEBANGSAAN BUKIT TAMBUN, BUKIT TAMBUN DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.27179,100.4601,1.822,TRUE
POINT (100.4763500000001 5.287670000000048),"Kampung Baru Simpang Empat, Simpang Ampat, Seberang Perai Selatan, Pulau Pinang",Kg. Baru Simpang Ampat (Parit A1),"100.4763500000001, 5.287670000000048",100.47635,5.28767,Pulau Pinang,Seberang Perai Selatan,P.046 Batu Kawan,N.18 Bukit Tambun,hotspot,"SEKOLAH KEBANGSAAN TAMAN MERAK, TAMAN MERAK JAYA DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.278827201,100.4582543,2.232,TRUE
POINT (100.5225978464884 5.163669389120841),"Jalan Kampung, Perkampungan Sungai Kechil, Nibong Tebal, Seberang Perai Selatan, 14300, Pulau Pinang",Kampung Sethu,"100.5225978464884, 5.163669389120841",100.5225978,5.163669389,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,4.193,TRUE
POINT (100.5225978464884 5.163669389120841),"Jalan Kampung, Perkampungan Sungai Kechil, Nibong Tebal, Seberang Perai Selatan, 14300, Pulau Pinang",Kampung Selut,"100.5225978464884, 5.163669389120841",100.5225978,5.163669389,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,4.193,TRUE
POINT (100.4963935505006 5.187675720210192),"Persimpangan Jawi, Nibong Tebal, Seberang Perai Selatan, 14300, Pulau Pinang",Kampung Jawi,"100.4963935505006, 5.187675720210192",100.4963936,5.18767572,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,2.371,TRUE
POINT (100.53808 5.206880000000069),"Taman Sungai Duri Permai, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Taman Sg.Duri Permai,"100.53808, 5.206880000000069",100.53808,5.20688,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,5.292,TRUE
POINT (100.49386 5.198510000000056),"Taman Jawi Jaya, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Taman Jawi Jaya,"100.49386, 5.198510000000056",100.49386,5.19851,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,3.365,TRUE
POINT (100.5336500000001 5.208890000000054),"Taman Sungai Duri Indah, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Taman Sg. Duri Indah,"100.5336500000001, 5.208890000000054",100.53365,5.20889,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,4.756,TRUE
POINT (100.4957800000001 5.213160000000073),"Taman Desa Jawi, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Taman Desa Jawi,"100.4957800000001, 5.213160000000073",100.49578,5.21316,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,1.971,TRUE
POINT (100.5299908107747 5.213644744924823),"Jalan Kampung Masjid, Sungai Jawi, Seberang Perai Selatan, 14200, Pulau Pinang",Kampung Masjid,"100.5299908107747, 5.213644744924823",100.5299908,5.213644745,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,4.144,TRUE
POINT (100.4914400000001 5.235910000000047),"Taman Seri Aman, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Taman Seri Aman,"100.4914400000001, 5.235910000000047",100.49144,5.23591,Pulau Pinang,Seberang Perai Selatan,P.046 Batu Kawan,N.18 Bukit Tambun,hotspot,"SEKOLAH MENENGAH VALDOR , SUNGAI BAKAPVALDOR DANKAWASAN SEKITARNYA",N.18 Bukit Tambun,5.239521757,100.4927819,0.428,TRUE
POINT (100.496585814921 5.203405769449904),"Jalan Sungai Bakap, Taman Jawi Jaya, Sungai Jawi, Seberang Perai Selatan, 14200, Pulau Pinang",Taman Sungai Bakap Indah,"100.496585814921, 5.203405769449904",100.4965858,5.203405769,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,3.053,TRUE
POINT (100.4933600000001 5.22565000000003),"Kampung Masjid Baru, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Kg. Masjid Baru,"100.4933600000001, 5.22565000000003",100.49336,5.22565,Pulau Pinang,Seberang Perai Selatan,P.046 Batu Kawan,N.18 Bukit Tambun,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,0.693,TRUE
POINT (100.4772800000001 5.164810000000045),"Kampung Pengkalan, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kg. Pengkalan,"100.4772800000001, 5.164810000000045",100.47728,5.16481,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH MENEGAH TUNKU ABDUL RAHMAN, NIBONG TEBAL KAMPUNG SANGLANG",N.19 Jawi,5.16868,100.47806,0.439,TRUE
POINT (100.4893200000001 5.211720000000071),"Kampung Baru Titi Hitam, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Kg. Titi Hitam,"100.4893200000001, 5.211720000000071",100.48932,5.21172,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,2.284,TRUE
