geometry,address,lokasi,coords,m_lon,m_lat,state,district,parlimen,dun_x,label,Lokasi,dun_y,h_lat,h_lon,distance,status
POINT (100.2819200000001 5.299740000000043),"Kampung Naran, Batu Maung, Barat Daya, Pulau Pinang",Kampung Naran,"100.2819200000001, 5.299740000000043",100.28192,5.29974,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,2.627,FALSE
POINT (100.26824 5.296410000000037),Jalan Sultan Azlan Shah,Jalan Sultan Azlan Shah & FIZ 1&2,"100.26824, 5.296410000000037",100.26824,5.29641,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.38 Bayan Lepas,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,1.493,TRUE
POINT (100.27342 5.304200000000037),"Kampung Sungai Tiram, Bayan Lepas, Barat Daya, Pulau Pinang",Kg. Sg. Tiram,"100.27342, 5.304200000000037",100.27342,5.3042,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,2.375,FALSE
POINT (100.2885000000001 5.284960000000069),"Kampung Batu Maung, Batu Maung, Barat Daya, Pulau Pinang",Kg. Batu Maung,"100.2885000000001, 5.284960000000069",100.2885,5.28496,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,3.358,FALSE
POINT (100.2811 5.283730000000048),"Taman Ipeng, Batu Maung, Barat Daya, Pulau Pinang",Taman Iping,"100.2811, 5.283730000000048",100.2811,5.28373,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN BATU MAUNG, TELUK TEMPOYAK, BATU MAUNG",N.38 Bayan Lepas,5.287365662,100.258268,2.56,FALSE
POINT (100.2819200000001 5.299740000000043),"Kampung Naran, Batu Maung, Barat Daya, Pulau Pinang",Kampung Naran,"100.2819200000001, 5.299740000000043",100.28192,5.29974,Pulau Pinang,Barat Daya,P.052 Bayan Baru,N.37 Batu Maung,hotspot,"SEKOLAH MENENGAH KEBANGSAAN SUNGAI ARA, KAMPUNG BARU SUNGAI ARA",N.36 Pantai Jerejak,5.323346261,100.2829178,2.627,FALSE
POINT (100.21547 5.367060000000038),"Taman Manggis Indah, Balik Pulau, Barat Daya, Pulau Pinang",Taman Manggis ,"100.21547, 5.367060000000038",100.21547,5.36706,Pulau Pinang,Barat Daya,P.053 Balik Pulau,N.40 Telok Bahang,hotspot,"SEKOLAH MENENGAH KEBANGSAAN TELUK BAHANG, TELUK BAHANG, TELUK AWAK",N.39 Pulau Betong,5.35226,100.23039,2.332,TRUE
POINT (100.4365500000001 5.45377000000002),"Merbau Kudung, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Merbau Kudung,"100.4365500000001, 5.45377000000002",100.43655,5.45377,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,2.327,FALSE
POINT (100.3990800000001 5.413280000000043),"Taman Ampang Jajar, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Ampang Jajar,"100.3990800000001, 5.413280000000043",100.39908,5.41328,Pulau Pinang,Seberang Perai Utara,P.044 Permatang Pauh,N.11 Permatang Pasir,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,1.798,TRUE
POINT (100.3986300000001 5.411160000000052),"Taman Kerapu, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Kerapu,"100.3986300000001, 5.411160000000052",100.39863,5.41116,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,1.564,FALSE
POINT (100.42956 5.441120000000069),"Pengkalan Machang, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Pengkalan Macang,"100.42956, 5.441120000000069",100.42956,5.44112,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,2.939,FALSE
POINT (100.4304700000001 5.436220000000048),"Taman Desa Murni, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Desa Murni,"100.4304700000001, 5.436220000000048",100.43047,5.43622,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,2.395,FALSE
POINT (100.4425199460001 5.499931274000062),"Seberang Perai Utara, Pulau Pinang",Taman Sintat,"100.4425199460001, 5.499931274000062",100.4425199,5.499931274,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.396,FALSE
POINT (100.3854400000001 5.43897000000004),"Taman Bunga Raya, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Bunga Raya,"100.3854400000001, 5.43897000000004",100.38544,5.43897,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,4.904,FALSE
POINT (100.4533500000001 5.465110000000038),"Nyior Sebatang, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg.Nyior Sebatang,"100.4533500000001, 5.465110000000038",100.45335,5.46511,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,2.132,FALSE
POINT (100.4057100000001 5.43652000000003),"Kampung Tok Sani, Butterworth, Seberang Perai Utara, Pulau Pinang",Kampung Tok Sani,"100.4057100000001, 5.43652000000003",100.40571,5.43652,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,4.284,FALSE
POINT (100.3978400000001 5.436440000000061),"Taman Puyu, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Puyu,"100.3978400000001, 5.436440000000061",100.39784,5.43644,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,4.377,FALSE
POINT (100.3928300000001 5.420790000000068),"Mak Mandin, Butterworth, Seberang Perai Utara, Pulau Pinang",SRJK(T) Mak Mandin,"100.3928300000001, 5.420790000000068",100.39283,5.42079,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.731,FALSE
POINT (100.3928300000001 5.420790000000068),"Mak Mandin, Butterworth, Seberang Perai Utara, Pulau Pinang",SK Mak Mandin,"100.3928300000001, 5.420790000000068",100.39283,5.42079,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.731,FALSE
POINT (100.3895900000001 5.420560000000023),SMK Mak Mandin,SMK Mak Mandin,"100.3895900000001, 5.420560000000023",100.38959,5.42056,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.824,FALSE
POINT (100.38471 5.410340000000076),"Taman Bagan, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Bagan,"100.38471, 5.410340000000076",100.38471,5.41034,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.09 Bagan Dalam,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.191,FALSE
POINT (100.3827200000001 5.415630000000021),"Taman Cantek, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Cantek,"100.3827200000001, 5.415630000000021",100.38272,5.41563,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.764,FALSE
POINT (100.3928300000001 5.420790000000068),"Mak Mandin, Butterworth, Seberang Perai Utara, Pulau Pinang",Kawasan Perindustrian Mak Mandin,"100.3928300000001, 5.420790000000068",100.39283,5.42079,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.731,FALSE
POINT (100.3928300000001 5.420790000000068),"Mak Mandin, Butterworth, Seberang Perai Utara, Pulau Pinang",Pejabat POS Mak Mandin,"100.3928300000001, 5.420790000000068",100.39283,5.42079,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.731,FALSE
POINT (100.4425199460001 5.499931274000062),"Seberang Perai Utara, Pulau Pinang",Flat Hijau ,"100.4425199460001, 5.499931274000062",100.4425199,5.499931274,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.396,FALSE
POINT (100.38962 5.421280000000024),Klinik Kesihatan Mak Mandin,Klinik Kesihatan Mak Mandin,"100.38962, 5.421280000000024",100.38962,5.42128,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,2.897,FALSE
POINT (100.4425199460001 5.499931274000062),"Seberang Perai Utara, Pulau Pinang",Kampung Malaysia,"100.4425199460001, 5.499931274000062",100.4425199,5.499931274,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.396,FALSE
POINT (100.3863954789051 5.424884998383359),"Jalan Mak Mandin, Mak Mandin Industrial Estate, Butterworth, Seberang Perai Utara, 13400, Pulau Pinang",Kawasan Perumahan Mak Mandin,"100.3863954789051, 5.424884998383359",100.3863955,5.424884998,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.08 Bagan Jermal,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,3.407,FALSE
POINT (100.3906200000001 5.43888000000004),"Taman Teratai, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Teratai,"100.3906200000001, 5.43888000000004",100.39062,5.43888,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,4.745,FALSE
POINT (100.4684600000001 5.441000000000031),"Kampung Tok Jawa, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg. Tok Jawa,"100.4684600000001, 5.441000000000031",100.46846,5.441,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,1.48,TRUE
POINT (100.4590603520001 5.364177399000027),"Seberang Perai Tengah, Pulau Pinang",Kg. Tok Sardon,"100.4590603520001, 5.364177399000027",100.4590604,5.364177399,Pulau Pinang,Seberang Perai Tengah,P.045 Bukit Mertajam,N.15 Padang Lalang,hotspot,"SEK. MEN. KEB. JIT SIN (DUN PADANG LALANG), TAMAN RAMBAI / TAMAN DESA DAMAI",N.10 Seberang Jaya,5.36858,100.44271,1.875,FALSE
POINT (100.42109 5.446560000000034),"Kampung Teluk, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Telok,"100.42109, 5.446560000000034",100.42109,5.44656,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,3.879,FALSE
POINT (100.41722 5.43810000000002),"Kawasan Perusahaan Sungai Lokan, Butterworth, Seberang Perai Utara, Pulau Pinang",Kawasan Industri Sg. Lokan,"100.41722, 5.43810000000002",100.41722,5.4381,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,3.392,FALSE
POINT (100.4175000000001 5.454660000000047),"Permatang Chetak, Butterworth, Seberang Perai Utara, Pulau Pinang",Parit Hogen Kg. Permatang Che Tak,"100.4175000000001, 5.454660000000047",100.4175,5.45466,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,4.379,FALSE
POINT (100.4046400000001 5.450580000000059),"Alor Merah, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Alor Merah,"100.4046400000001, 5.450580000000059",100.40464,5.45058,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,5.358,FALSE
POINT (100.40126 5.445310000000063),"Kampung Manggis, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Manggis,"100.40126, 5.445310000000063",100.40126,5.44531,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,5.248,FALSE
POINT (100.39342 5.448590000000024),"Taman Selayang Utama, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Selayang Utama,"100.39342, 5.448590000000024",100.39342,5.44859,Pulau Pinang,Seberang Perai Utara,P.043 Bagan,N.07 Sungai Puyu,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,5.762,FALSE
POINT (100.4009600000001 5.450400000000059),"Maklom, Butterworth, Seberang Perai Utara, Pulau Pinang",Kg. Maklom,"100.4009600000001, 5.450400000000059",100.40096,5.4504,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN ORANG RAMAI TANJUNG PUTUS (DUN PERMATANG PASIR), TANJUNG PUTUS",N.11 Permatang Pasir,5.41628,100.43864,5.638,FALSE
POINT (100.4567900000001 5.469080000000076),"Lahar Yooi, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg. Lahar Yooi,"100.4567900000001, 5.469080000000076",100.45679,5.46908,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,2.552,FALSE
POINT (100.45748 5.475410000000068),"Lubuk Meriam, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Lubuk Meriam,"100.45748, 5.475410000000068",100.45748,5.47541,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,3.259,TRUE
POINT (100.4664000000001 5.463680000000068),"Padang Tonson, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Pdg Tonsun,"100.4664000000001, 5.463680000000068",100.4664,5.46368,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,2.258,TRUE
POINT (100.5269500000001 5.515150000000062),"Kampung Selamat, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg. Selamat,"100.5269500000001, 5.515150000000062",100.52695,5.51515,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.03 Pinang Tunggal,hotspot,"DEWAN BANJIR BUMBUNG LIMA, Pantai Kamlon, Tanjung Rambai Dan Dusun Lada",N.03 Pinang Tunggal,5.549308545,100.5066773,4.411,TRUE
POINT (100.47173 5.488320000000044),"Pokok Machang, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg. Pokok Macang,"100.47173, 5.488320000000044",100.47173,5.48832,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR PENGKALAN BONGOR, PENGKALAN  BONGOR.",N.03 Pinang Tunggal,5.502271889,100.4830092,1.991,TRUE
POINT (100.5043400000001 5.557320000000061),"Permatang Saga, Kepala Batas, Seberang Perai Utara, Pulau Pinang",Kg. Permatang Saga,"100.5043400000001, 5.557320000000061",100.50434,5.55732,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.03 Pinang Tunggal,hotspot,"DEWAN BANJIR PERMATANG SAGA, PERMATANG SAGA, BUKIT SEMENTOL DAN PINANG TUNGGAL TEPI SUNGAI",N.03 Pinang Tunggal,5.559893275,100.5048198,0.291,TRUE
POINT (100.5029400000001 5.467760000000055),"Paya Tok Akil, Tasek Gelugor, Seberang Perai Utara, Pulau Pinang",Kg. Paya Tok Akil,"100.5029400000001, 5.467760000000055",100.50294,5.46776,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR PENGKALAN BONGOR, PENGKALAN  BONGOR.",N.03 Pinang Tunggal,5.502271889,100.4830092,4.426,TRUE
POINT (100.4425199460001 5.499931274000062),"Seberang Perai Utara, Pulau Pinang",Kg. Desa Kacang Puri,"100.4425199460001, 5.499931274000062",100.4425199,5.499931274,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.396,FALSE
POINT (100.4425199460001 5.499931274000062),"Seberang Perai Utara, Pulau Pinang",Padang Cempedak,"100.4425199460001, 5.499931274000062",100.4425199,5.499931274,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.396,FALSE
POINT (100.4986032622268 5.479227978751381),"Lorong Haji Ahmad Jamil, Taman Haji Ahmad Jamil, Tasek Gelugor, Seberang Perai Utara, 13300, Pulau Pinang",Taman Hj. Ahmad Jamil,"100.4986032622268, 5.479227978751381",100.4986033,5.479227979,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.04 Permatang Berangan,hotspot,"DEWAN BANJIR PENGKALAN BONGOR, PENGKALAN  BONGOR.",N.03 Pinang Tunggal,5.502271889,100.4830092,3.089,TRUE
POINT (100.3618700000001 5.565340000000049),"Kampung Permatang Rawa, Penaga, Seberang Perai Utara, Pulau Pinang",Kg. Pmtg Berangan,"100.3618700000001, 5.565340000000049",100.36187,5.56534,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.01 Penaga,hotspot,"DEWAN BANJIR RANTAU PANJANG, RANTAU PANJANGKAMPUNG GURUN",N.01 Penaga,5.57087,100.39898,4.153,TRUE
POINT (100.4278300000001 5.524890000000028),"Kampung Datok, Kepala Batas, Seberang Perai Utara, Pulau Pinang",Kg. Datuk,"100.4278300000001, 5.524890000000028",100.42783,5.52489,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR GUAR KEPAH, GUAR KEPAH",N.01 Penaga,5.55841,100.42072,3.809,FALSE
POINT (100.4277700000001 5.475790000000075),"Kampung Setol, Kepala Batas, Seberang Perai Utara, Pulau Pinang",Kg. Setol,"100.4277700000001, 5.475790000000075",100.42777,5.47579,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.05 Sungai Dua,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,4.553,FALSE
POINT (100.4293700000001 5.530170000000055),"Kampung Lahar Ikan Mati, Kepala Batas, Seberang Perai Utara, Pulau Pinang",Kg. Lahar Ikan Mati,"100.4293700000001, 5.530170000000055",100.42937,5.53017,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR GUAR KEPAH, GUAR KEPAH",N.01 Penaga,5.55841,100.42072,3.283,FALSE
POINT (100.4468597591335 5.517845316081436),"Jalan Bertam, Kepala Batas, Seberang Perai Utara, 13200, Pulau Pinang",MPC Bertam,"100.4468597591335, 5.517845316081436",100.4468598,5.517845316,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.153,FALSE
POINT (100.4468597591335 5.517845316081436),"Jalan Bertam, Kepala Batas, Seberang Perai Utara, 13200, Pulau Pinang",Taman PGR Bertam,"100.4468597591335, 5.517845316081436",100.4468598,5.517845316,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR KAMPUNG TOK BEDU, KAMPUNG TOK BEDU DAN KAMPUNG AIR MELINTAS BESAR",N.03 Pinang Tunggal,5.504625217,100.4819566,4.153,FALSE
POINT (100.4281900000001 5.51827000000003),"Kampung Kovil, Kepala Batas, Seberang Perai Utara, Pulau Pinang",Kg. Kovil,"100.4281900000001, 5.51827000000003",100.42819,5.51827,Pulau Pinang,Seberang Perai Utara,P.041 Kepala Batas,N.02 Bertam,hotspot,"DEWAN BANJIR GUAR KEPAH, GUAR KEPAH",N.01 Penaga,5.55841,100.42072,4.539,FALSE
POINT (100.3821083772494 5.497250033308404),"Jalan Sungai Abdul, Taman Padang Benggali, Butterworth, Seberang Perai Utara, 13050, Pulau Pinang",Muara Sg. Abdul,"100.3821083772494, 5.497250033308404",100.3821084,5.497250033,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"DEWAN BANJIR GUAR KEPAH, GUAR KEPAH",N.01 Penaga,5.55841,100.42072,8.032,FALSE
POINT (100.3811700000001 5.472280000000069),"Taman Wira, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Wira,"100.3811700000001, 5.472280000000069",100.38117,5.47228,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"SEKOLAH MENENGAH KEBANGSAAN RAJA TUN UDA, JALAN TENGAH, SG TIRAM, BUKIT GEDUNG",N.26 Padang Kota,5.424053946,100.3272178,8.026,FALSE
POINT (100.38525 5.477540000000033),"Taman Ratna, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Ratna,"100.38525, 5.477540000000033",100.38525,5.47754,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"DEWAN BANJIR LABUH BANTING, LABUH BANTING DAN KAMPUNG BARU GUAR PETAI",N.04 Permatang Berangan,5.446134704,100.4561267,8.587,FALSE
POINT (100.38338 5.449400000000026),"Taman Berlian, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Berlian,"100.38338, 5.449400000000026",100.38338,5.4494,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"DEWAN HAJI ZABIDI, KAMPUNG PERTAMA (DUN SEBERANG JAYA), KAMPUNG PERTAMA / PERMATANG JANGGUS",N.10 Seberang Jaya,5.39711,100.39938,6.078,FALSE
POINT (100.3824300000001 5.489190000000065),"Taman Melati, Butterworth, Seberang Perai Utara, Pulau Pinang",Taman Melati,"100.3824300000001, 5.489190000000065",100.38243,5.48919,Pulau Pinang,Seberang Perai Utara,P.042 Tasek Gelugor,N.06 Telok Ayer Tawar,hotspot,"DEWAN BANJIR GUAR KEPAH, GUAR KEPAH",N.01 Penaga,5.55841,100.42072,8.786,FALSE
